"Gene Name"	"Accession-1"	"Left-End-Position"	"Right-End-Position"	"Product"	"Map to Escherichia coli CFT073"	"Accession-1"	"Accession-1"
"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=G7181"	"b2274"	2388635	2389057	"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=G7181-MONOMER"	""	"b2274"	"b2274"
"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=EG10472"	"b0976"	1036354	1036752	"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=EG10472-MONOMER"	"HTTPS://ecocyc.org/gene?orgid=ECOL199310&id=C1117"	"b0976"	"b0976"
"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=EG10950"	"b4392"	4630733	4632670	"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=EG10950-MONOMER"	"HTTPS://ecocyc.org/gene?orgid=ECOL199310&id=C5479"	"b4392"	"b4392"
"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=G0-8865"	"b4432"	1923066	1923314	"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=RYEA-RNA"	""	"b4432"	"b4432"
"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=G7051"	"b1963"	2033119	2033484	"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=G7051-MONOMER"	"HTTPS://ecocyc.org/gene?orgid=ECOL199310&id=C2382"	"b1963"	"b1963"
"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=G6833"	"b1566"	1646405	1646737	"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=G6833-MONOMER"	""	"b1566"	"b1566"
"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=EG10066"	"b3359"	3488960	3490180	"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=ACETYLORNTRANSAM-MONOMER"	"HTTPS://ecocyc.org/gene?orgid=ECOL199310&id=C4134"	"b3359"	"b3359"
"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=G7638"	"b3143"	3288090	3288785	"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=G7638-MONOMER"	""	"b3143"	"b3143"
"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=G0-9382"	"b4585"	507204	507287	"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=RNA0-123"	""	"b4585"	"b4585"
"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=EG11271"	"b2598"	2737599	2737646	"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=EG11271-MONOMER"	"HTTPS://ecocyc.org/gene?orgid=ECOL199310&id=C5497"	"b2598"	"b2598"
"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=G7884"	"b4253"	4475437	4477251	"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=G7884-MONOMER"	""	"b4253"	"b4253"
"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=G6333"	"b0604"	637827	638573	"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=DSBG-MONOMER"	"HTTPS://ecocyc.org/gene?orgid=ECOL199310&id=C0692"	"b0604"	"b0604"
"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=G7457"	"b2813"	2946081	2947178	"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=G7457-MONOMER"	"HTTPS://ecocyc.org/gene?orgid=ECOL199310&id=C3384"	"b2813"	"b2813"
"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=G0-10696"	"b4690"	272580	272654	"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=RNA0-358"	""	"b4690"	"b4690"
"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=G6960"	"b1773"	1856933	1857769	"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=G6960-MONOMER"	"HTTPS://ecocyc.org/gene?orgid=ECOL199310&id=C2177"	"b1773"	"b1773"
"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=G6698"	"b1375"	1433991	1434224	"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=G6698-MONOMER"	""	"b1375"	"b1375"
"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=EG10998"	"b0002"	337	2799	"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=ASPKINIHOMOSERDEHYDROGI-MONOMER"	"HTTPS://ecocyc.org/gene?orgid=ECOL199310&id=C0003"	"b0002"	"b0002"
"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=EG12169"	"b2198"	2295377	2295586	"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=EG12169-MONOMER"	"HTTPS://ecocyc.org/gene?orgid=ECOL199310&id=C2735"	"b2198"	"b2198"
"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=G0-8904"	"b4434"	1987839	1987998		""	"b4434"	"b4434"
"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=EG12084"	"b2286"	2402055	2403845	"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=NUOC-MONOMER"	"HTTPS://ecocyc.org/gene?orgid=ECOL199310&id=C2827"	"b2286"	"b2286"
"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=G7694"	"b3263"	3412621	3412800	"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=G7694-MONOMER"	"HTTPS://ecocyc.org/gene?orgid=ECOL199310&id=C4029"	"b3263"	"b3263"
"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=EG11948"	"b4074"	4291512	4293170	"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=EG11948-MONOMER"	"HTTPS://ecocyc.org/gene?orgid=ECOL199310&id=C5070"	"b4074"	"b4074"
"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=G6662"	"b1326"	1389870	1390598	"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=G6662-MONOMER"	""	"b1326"	"b1326"
"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=G0-10600"	"b4609"	2734153	2734295	"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=RNA0-331"	""	"b4609"	"b4609"
"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=G6883"	"b1643"	1721025	1721261	"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=G6883-MONOMER"	"HTTPS://ecocyc.org/gene?orgid=ECOL199310&id=C2035"	"b1643"	"b1643"
"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=G6583"	"b1138"	1197533	1198237	"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=G6583-MONOMER"	""	"b1138"	"b1138"
"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=EG10550"	"b4024"	4231884	4233233	"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=ASPKINIII-MONOMER"	"HTTPS://ecocyc.org/gene?orgid=ECOL199310&id=C4990"	"b4024"	"b4024"
"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=EG10758"	"b0525"	553943	554437	"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=EG10758-MONOMER"	"HTTPS://ecocyc.org/gene?orgid=ECOL199310&id=C0641"	"b0525"	"b0525"
"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=G0-8880"	"b4417"	887977	888057	"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=RYBB-RNA"	""	"b4417"	"b4417"
"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=EG11774"	"b2284"	2400218	2401555	"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=NUOF-MONOMER"	"HTTPS://ecocyc.org/gene?orgid=ECOL199310&id=C2825"	"b2284"	"b2284"
"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=G6743"	"b1432"	1503717	1504865	"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=G6743-MONOMER"	"HTTPS://ecocyc.org/gene?orgid=ECOL199310&id=C3804"	"b1432"	"b1432"
"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=EG10416"	"b2614"	2750115	2750708	"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=EG10416-MONOMER"	"HTTPS://ecocyc.org/gene?orgid=ECOL199310&id=C3135"	"b2614"	"b2614"
"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=G6171"	"b0301"	317726	318319	"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=G6171-MONOMER"	"HTTPS://ecocyc.org/gene?orgid=ECOL199310&id=C0418"	"b0301"	"b0301"
"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=EG11554"	"b2669"	2798091	2798495	"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=EG11554-MONOMER"	"HTTPS://ecocyc.org/gene?orgid=ECOL199310&id=C3218"	"b2669"	"b2669"
"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=G6631"	"b1228"	1286709	1286984	"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=G6631-MONOMER"	""	"b1228"	"b1228"
"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=G6304"	"b0548"	572921	573091	"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=G6304-MONOMER"	""	"b0548"	"b0548"
"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=EG10208"	"b2472"	2591607	2592734	"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=MONOMER0-1981"	"HTTPS://ecocyc.org/gene?orgid=ECOL199310&id=C2999"	"b2472"	"b2472"
"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=G7284"	"b2454"	2569501	2570337	"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=G7284-MONOMER"	"HTTPS://ecocyc.org/gene?orgid=ECOL199310&id=C2979"	"b2454"	"b2454"
"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=EG10179"	"b0431"	448650	450641	"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=CYOB-MONOMER"	"HTTPS://ecocyc.org/gene?orgid=ECOL199310&id=C0542"	"b0431"	"b0431"
"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=G6499"	"b0965"	1027946	1028359	"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=G6499-MONOMER"	"HTTPS://ecocyc.org/gene?orgid=ECOL199310&id=C1102"	"b0965"	"b0965"
"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=G6268"	"b0492"	517425	518279	"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=G6268-MONOMER"	"HTTPS://ecocyc.org/gene?orgid=ECOL199310&id=C0613"	"b0492"	"b0492"
"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=EG12045"	"b2184"	2280632	2282392	"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=EG12045-MONOMER"	"HTTPS://ecocyc.org/gene?orgid=ECOL199310&id=C2721"	"b2184"	"b2184"
"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=G6253"	"b0458"	478781	479251	"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=G6253-MONOMER"	"HTTPS://ecocyc.org/gene?orgid=ECOL199310&id=C0576"	"b0458"	"b0458"
"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=G6140"	"b0268"	282278	283186	"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=G6140-MONOMER"	"HTTPS://ecocyc.org/gene?orgid=ECOL199310&id=C0761"	"b0268"	"b0268"
"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=EG10205"	"b2478"	2598882	2599760	"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=DIHYDRODIPICSYN-MONOMER"	"HTTPS://ecocyc.org/gene?orgid=ECOL199310&id=C3006"	"b2478"	"b2478"
"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=EG11803"	"b2992"	3140311	3140799	"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=EG11803-MONOMER"	"HTTPS://ecocyc.org/gene?orgid=ECOL199310&id=C3729"	"b2992"	"b2992"
"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=EG12092"	"b2278"	2393205	2395046	"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=NUOL-MONOMER"	"HTTPS://ecocyc.org/gene?orgid=ECOL199310&id=C2819"	"b2278"	"b2278"
"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=G6159"	"b0288"	303853	304182	"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=G6159-MONOMER"	""	"b0288"	"b0288"
"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=EG10689"	"b2743"	2868893	2869519	"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=EG10689-MONOMER"	"HTTPS://ecocyc.org/gene?orgid=ECOL199310&id=C3310"	"b2743"	"b2743"
"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=G7323"	"b2520"	2647326	2652287	"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=G7323-MONOMER"	"HTTPS://ecocyc.org/gene?orgid=ECOL199310&id=C3043"	"b2520"	"b2520"
"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=G0-16675"	"b4689"	1639080	1639334	"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=MONOMER0-4369"	""	"b4689"	"b4689"
"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=EG12155"	"b1352"	1418008	1418229	"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=EG12155-MONOMER"	""	"b1352"	"b1352"
"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=EG10072"	"b2310"	2427009	2427791	"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=ARGT-MONOMER"	""	"b2310"	"b2310"
"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=EG10248"	"b3544"	3706098	3707705	"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=DPPA-MONOMER"	"HTTPS://ecocyc.org/gene?orgid=ECOL199310&id=C4361"	"b3544"	"b3544"
"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=EG12089"	"b2281"	2395908	2396450	"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=NUOI-MONOMER"	"HTTPS://ecocyc.org/gene?orgid=ECOL199310&id=C2822"	"b2281"	"b2281"
"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=G0-10595"	"b4604"	2303606	2303770	"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=MONOMER0-2823"	"HTTPS://ecocyc.org/gene?orgid=ECOL199310&id=C2748"	"b4604"	"b4604"
"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=G7055"	"b1967"	2035835	2036686	"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=G7055-MONOMER"	"HTTPS://ecocyc.org/gene?orgid=ECOL199310&id=C2385"	"b1967"	"b1967"
"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=G6615"	"b1178"	1227071	1227472	"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=G6615-MONOMER"	"HTTPS://ecocyc.org/gene?orgid=ECOL199310&id=C1626"	"b1178"	"b1178"
"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=G0-10432"	"b4504"	264026	264247	"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=MONOMER0-2654"	""	"b4504"	"b4504"
"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=EG11300"	"b1571"	1648508	1648663	"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=EG11300-MONOMER"	"HTTPS://ecocyc.org/gene?orgid=ECOL199310&id=C1409"	"b1571"	"b1571"
"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=EG11337"	"b2156"	2247063	2248532	"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=LYSP-MONOMER"	"HTTPS://ecocyc.org/gene?orgid=ECOL199310&id=C2691"	"b2156"	"b2156"
"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=G6104"	"b0220"	240343	240816	"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=G6104-MONOMER"	"HTTPS://ecocyc.org/gene?orgid=ECOL199310&id=C0370"	"b0220"	"b0220"
"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=G6862"	"b1606"	1680976	1681698	"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=G6862-MONOMER"	"HTTPS://ecocyc.org/gene?orgid=ECOL199310&id=C1998"	"b1606"	"b1606"
"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=EG12086"	"b2285"	2401552	2402052	"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=NUOE-MONOMER"	"HTTPS://ecocyc.org/gene?orgid=ECOL199310&id=C2826"	"b2285"	"b2285"
"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=EG12333"	"b0157"	177001	177624	"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=EG12333-MONOMER"	"HTTPS://ecocyc.org/gene?orgid=ECOL199310&id=C0193"	"b0157"	"b0157"
"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=EG12058"	"b2200"	2296362	2297024	"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=CCMB-MONOMER"	"HTTPS://ecocyc.org/gene?orgid=ECOL199310&id=C2737"	"b2200"	"b2200"
"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=G6173"	"b0303"	318331	318567	"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=G6173-MONOMER"	"HTTPS://ecocyc.org/gene?orgid=ECOL199310&id=C0419"	"b0303"	"b0303"
"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=EG11795"	"b2808"	2941650	2942567	"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=PD00339"	"HTTPS://ecocyc.org/gene?orgid=ECOL199310&id=C3378"	"b2808"	"b2808"
"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=EG12182"	"b0434"	453589	454167	"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=EG12182-MONOMER"	"HTTPS://ecocyc.org/gene?orgid=ECOL199310&id=C0546"	"b0434"	"b0434"
"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=EG10228"	"b1569"	1647620	1647850	"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=EG10228-MONOMER"	"HTTPS://ecocyc.org/gene?orgid=ECOL199310&id=C3196"	"b1569"	"b1569"
"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=EG10209"	"b3809"	3994762	3995586	"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=DIAMINOPIMEPIM-MONOMER"	"HTTPS://ecocyc.org/gene?orgid=ECOL199310&id=C4730"	"b3809"	"b3809"
"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=EG11570"	"b0055"	57364	58179	"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=EG11570-MONOMER"	"HTTPS://ecocyc.org/gene?orgid=ECOL199310&id=C0068"	"b0055"	"b0055"
"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=EG10543"	"b0116"	127912	129336	"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=E3-MONOMER"	"HTTPS://ecocyc.org/gene?orgid=ECOL199310&id=C0145"	"b0116"	"b0116"
"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=EG12082"	"b2288"	2404629	2405072	"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=NUOA-MONOMER"	"HTTPS://ecocyc.org/gene?orgid=ECOL199310&id=C2829"	"b2288"	"b2288"
"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=EG11928"	"b4045"	4259237	4259446	"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=EG11928-MONOMER"	"HTTPS://ecocyc.org/gene?orgid=ECOL199310&id=C5016"	"b4045"	"b4045"
"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=EG10641"	"b1226"	1285139	1285849	"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=NARJ-MONOMER"	"HTTPS://ecocyc.org/gene?orgid=ECOL199310&id=C1687"	"b1226"	"b1226"
"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=G0-10716"	"b4706"	2668006	2668071	"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=MONOMER0-4224"	""	"b4706"	"b4706"
"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=EG10328"	"b0529"	556875	557741	"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=FOLD-MONOMER"	"HTTPS://ecocyc.org/gene?orgid=ECOL199310&id=C0645"	"b0529"	"b0529"
"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=EG11677"	"b0760"	792316	793788	"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=MODF-MONOMER"	"HTTPS://ecocyc.org/gene?orgid=ECOL199310&id=C0836"	"b0760"	"b0760"
"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=G7899"	"b4277"	4501260	4501589	"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=G7899-MONOMER"	"HTTPS://ecocyc.org/gene?orgid=ECOL199310&id=C3658"	"b4277"	"b4277"
"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=EG10206"	"b0031"	28374	29195	"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=DIHYDROPICRED-MONOMER"	"HTTPS://ecocyc.org/gene?orgid=ECOL199310&id=C0037"	"b0031"	"b0031"
"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=EG10240"	"b0015"	14168	15298	"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=EG10240-MONOMER"	"HTTPS://ecocyc.org/gene?orgid=ECOL199310&id=C0020"	"b0015"	"b0015"
"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=EG11810"	"b2903"	3046168	3049041	"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=GCVP-MONOMER"	"HTTPS://ecocyc.org/gene?orgid=ECOL199310&id=C3483"	"b2903"	"b2903"
"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=EG10180"	"b0430"	448046	448660	"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=CYOC-MONOMER"	"HTTPS://ecocyc.org/gene?orgid=ECOL199310&id=C0541"	"b0430"	"b0430"
"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=EG11312"	"b3638"	3811891	3812559	"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=EG11312-MONOMER"	"HTTPS://ecocyc.org/gene?orgid=ECOL199310&id=C4462"	"b3638"	"b3638"
"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=G6562"	"b1070"	1129414	1129830	"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=G6562-MONOMER"	"HTTPS://ecocyc.org/gene?orgid=ECOL199310&id=C1339"	"b1070"	"b1070"
"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=G7564"	"b3011"	3155355	3156518	"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=G7564-MONOMER"	"HTTPS://ecocyc.org/gene?orgid=ECOL199310&id=C3745"	"b3011"	"b3011"
"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=EG11149"	"b2479"	2599906	2600478	"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=EG11149-MONOMER"	"HTTPS://ecocyc.org/gene?orgid=ECOL199310&id=C3007"	"b2479"	"b2479"
"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=EG11116"	"b1055"	1116807	1117859	"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=EG11116-MONOMER"	"HTTPS://ecocyc.org/gene?orgid=ECOL199310&id=C1321"	"b1055"	"b1055"
"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=G7272"	"b2442"	2558858	2560066	"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=G7272-MONOMER"	""	"b2442"	"b2442"
"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=EG10088"	"b3433"	3573775	3574878	"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=ASP-SEMIALDEHYDE-DEHYDROGENASE-MONOMER"	"HTTPS://ecocyc.org/gene?orgid=ECOL199310&id=C4220"	"b3433"	"b3433"
"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=EG12394"	"b1778"	1862016	1862429	"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=EG12394-MONOMER"	"HTTPS://ecocyc.org/gene?orgid=ECOL199310&id=C2183"	"b1778"	"b1778"
"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=EG10585"	"b3941"	4132616	4133506	"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=METHYLENETHFREDUCT-MONOMER"	"HTTPS://ecocyc.org/gene?orgid=ECOL199310&id=C4899"	"b3941"	"b3941"
"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=EG12093"	"b2276"	2390048	2391505	"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=NUON-MONOMER"	"HTTPS://ecocyc.org/gene?orgid=ECOL199310&id=C2817"	"b2276"	"b2276"
"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=G7606"	"b3087"	3237311	3238297	"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=G7606-MONOMER"	"HTTPS://ecocyc.org/gene?orgid=ECOL199310&id=C3845"	"b3087"	"b3087"
"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=EG12053"	"b2195"	2292407	2292964	"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=EG12053-MONOMER"	"HTTPS://ecocyc.org/gene?orgid=ECOL199310&id=C2732"	"b2195"	"b2195"
"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=EG12209"	"b0624"	657555	657938	"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=EG12209-MONOMER"	"HTTPS://ecocyc.org/gene?orgid=ECOL199310&id=C0715"	"b0624"	"b0624"
"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=EG10371"	"b2904"	3049160	3049549	"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=LIPOYL-GCVH" // "HTTPS://ecocyc.org/gene?orgid=ECOLI&id=GCVH-MONOMER"	"HTTPS://ecocyc.org/gene?orgid=ECOL199310&id=C3484"	"b2904"	"b2904"
"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=G7505"	"b2886"	3028524	3029012	"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=G7505-MONOMER"	"HTTPS://ecocyc.org/gene?orgid=ECOL199310&id=C3463"	"b2886"	"b2886"
"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=G7101"	"b2056"	2129661	2130878	"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=G7101-MONOMER"	"HTTPS://ecocyc.org/gene?orgid=ECOL199310&id=C2582"	"b2056"	"b2056"
"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=EG11754"	"b0070"	77621	78799	"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=B0070-MONOMER"	""	"b0070"	"b0070"
"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=EG11389"	"b1926"	2005713	2006078	"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=EG11389-MONOMER"	"HTTPS://ecocyc.org/gene?orgid=ECOL199310&id=C2341"	"b1926"	"b1926"
"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=EG10326"	"b0048"	49823	50302	"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=DIHYDROFOLATEREDUCT-MONOMER"	"HTTPS://ecocyc.org/gene?orgid=ECOL199310&id=C0058"	"b0048"	"b0048"
"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=EG12090"	"b2280"	2395342	2395896	"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=NUOJ-MONOMER"	"HTTPS://ecocyc.org/gene?orgid=ECOL199310&id=C2821"	"b2280"	"b2280"
"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=G7448"	"b2790"	2922535	2922984	"HTTPS://ecocyc.org/gene?orgid=ECOLI&id=G7448-MONOMER"	"HTTPS://ecocyc.org/gene?orgid=ECOL199310&id=C3356"	"b2790"	"b2790"
